	cellLine	tsne-2d-one	tsne-2d-two
253	MCF102A	51.93633	33.29177
254	MCF102A	51.70444	32.099888
255	MCF102A	51.525955	31.317642
256	MCF102A	47.919548	38.3143
257	MCF102A	52.890347	29.989042
258	MCF102A	51.917007	31.657295
259	MCF102A	53.731926	28.794819
260	MCF102A	48.430645	29.40465
261	MCF102A	48.10018	29.01673
262	MCF102A	72.59733	2.3690026
263	MCF102A	47.960167	28.463852
264	MCF102A	48.30667	26.498425
265	MCF102A	48.461906	26.568392
266	MCF102A	48.81093	26.533245
267	MCF102A	42.710094	17.911963
268	MCF102A	40.421494	17.56989
269	MCF102A	41.214283	17.707342
270	MCF102A	42.106815	17.931244
271	MCF102A	42.821255	14.762646
272	MCF102A	49.83558	26.252075
273	MCF102A	49.673832	26.877813
274	MCF102A	47.01636	24.604456
275	MCF102A	47.848953	25.657354
276	MCF102A	51.522335	25.233486
277	MCF102A	52.491684	32.94775
278	MCF102A	54.18332	26.705786
279	MCF102A	41.752995	18.430014
280	MCF102A	41.59061	17.518965
281	MCF102A	51.850937	25.07705
282	MCF102A	51.912514	24.968554
283	MCF102A	46.009384	22.043192
284	MCF102A	47.080868	23.722588
285	MCF102A	47.313663	23.380686
286	MCF102A	42.63036	23.692965
287	MCF102A	45.39756	26.003576
288	MCF102A	45.27541	32.468372
289	MCF102A	48.475277	26.250793
290	MCF102A	38.653576	17.829737
291	MCF102A	38.478603	17.85755
292	MCF102A	41.369995	17.877655
293	MCF102A	48.908077	24.35352
294	MCF102A	53.787487	22.791822
295	MCF102A	58.323112	10.648853
296	MCF102A	56.268055	14.867683
297	MCF102A	48.908173	23.017246
298	MCF102A	55.520126	15.196636
299	MCF102A	57.604767	7.423949
300	MCF102A	36.025307	15.530461
301	MCF102A	48.596817	24.43897
302	MCF102A	63.97967	14.303036
303	MCF102A	49.92626	24.992584
304	MCF102A	51.229218	24.47225
305	MCF102A	63.589314	13.351872
306	MCF102A	53.74777	22.795109
307	MCF102A	57.803505	26.804325
308	MCF102A	57.740883	27.244267
309	MCF102A	57.881584	27.301373
310	MCF102A	28.45739	-36.6662
311	MCF102A	28.366192	-36.718067
312	MCF102A	28.543188	-36.633415
313	MCF102A	28.54576	-36.82566
314	MCF102A	28.426998	-36.785748
315	MCF102A	28.25828	-36.794754
316	MCF102A	28.229843	-36.81214
317	MCF102A	28.319141	-36.65305
318	MCF102A	27.041613	-1.6299611
319	MCF102A	23.85272	-2.9463985
320	MCF102A	21.02005	-17.066082
321	MCF102A	26.137934	-2.5380518
322	MCF102A	27.058697	-4.693779
323	MCF102A	27.628557	-5.0668983
324	MCF102A	27.30632	-5.549821
325	MCF102A	46.765545	21.939453
326	MCF102A	46.66568	22.187204
327	MCF102A	45.80325	24.727427
328	MCF102A	46.744358	23.809847
329	MCF102A	51.728184	25.348375
330	MCF102A	46.481667	22.60623
331	MCF102A	26.774805	-4.590655
332	MCF102A	30.299932	26.401773
333	MCF102A	30.2201	26.388935
334	MCF102A	30.231018	26.35716
335	MCF102A	26.061974	-0.11931383
336	MCF102A	59.30725	27.775871
337	MCF102A	54.439255	28.956598
338	MCF102A	47.63047	27.584589
339	MCF102A	42.72068	37.045326
340	MCF102A	54.299713	29.884373
341	MCF102A	53.932358	29.843428
342	MCF102A	36.868317	32.726887
343	MCF102A	32.20733	26.356936
344	MCF102A	52.88795	26.72825
345	MCF102A	31.334518	24.487423
346	MCF102A	49.548622	27.712507
347	MCF102A	49.16727	27.435661
348	MCF102A	49.098663	27.228498
349	MCF102A	49.174908	26.990181
350	MCF102A	49.13909	27.224499
351	MCF102A	40.210537	37.332508
352	MCF102A	40.166035	37.378414
353	MCF102A	40.23873	37.462605
354	MCF102A	40.22886	37.49894
355	MCF102A	40.372543	37.32186
356	MCF102A	40.238365	37.434196
357	MCF102A	40.197235	37.503246
358	MCF102A	40.161327	37.49956
359	MCF102A	40.204964	37.479855
360	MCF102A	40.285645	37.41199
361	MCF102A	49.81323	26.537758
362	MCF102A	47.748955	26.777086
363	MCF102A	47.58373	26.65939
364	MCF102A	49.699986	26.5824
