	cellLine	tsne-2d-one	tsne-2d-two
168	MCF102A	10.282905	6.124907
169	MCF102A	10.293299	6.19135
170	MCF102A	10.528048	6.0862737
171	MCF102A	10.465376	6.1259747
172	MCF102A	10.683961	6.1530576
173	MCF102A	10.3836355	6.155854
174	MCF102A	10.725068	6.0826225
175	MCF102A	10.740448	6.0678196
176	MCF102A	10.991648	6.122321
177	MCF102A	11.062347	6.0811057
178	MCF102A	10.797395	5.9610286
179	MCF102A	10.663597	6.0767026
180	MCF102A	10.510355	6.1846066
181	MCF102A	10.641806	6.1223907
182	MCF102A	10.343732	6.146981
183	MCF102A	10.211544	6.117574
184	MCF102A	9.872968	6.1040096
185	MCF102A	9.81188	6.089891
186	MCF102A	9.6899185	6.043393
187	MCF102A	9.596436	5.940909
188	MCF102A	9.760668	5.9751267
189	MCF102A	9.65241	6.083739
190	MCF102A	9.47998	6.1117387
191	MCF102A	9.883148	5.86722
192	MCF102A	10.025172	5.9900403
193	MCF102A	9.745946	6.2082095
194	MCF102A	9.758237	6.2272096
195	MCF102A	9.7508	6.2065377
196	MCF102A	9.599762	6.312127
197	MCF102A	9.462892	6.381713
198	MCF102A	9.469084	6.3289623
199	MCF102A	9.18144	6.5146704
200	MCF102A	3.113526	4.2887254
201	MCF102A	2.9869938	4.2928047
202	MCF102A	2.8485248	4.245753
203	MCF102A	2.752072	4.170087
204	MCF102A	2.742142	4.1817393
205	MCF102A	2.6889036	4.242194
206	MCF102A	2.8778148	4.1976194
207	MCF102A	1.0113237	4.0321593
208	MCF102A	1.6103406	4.2184143
209	MCF102A	1.7966415	4.171676
210	MCF102A	2.4423707	4.0895414
211	MCF102A	2.725789	3.571305
212	MCF102A	2.4386027	3.391558
213	MCF102A	2.7409983	3.3608203
214	MCF102A	2.6575649	3.6044333
215	MCF102A	2.6400523	3.9096818
216	MCF102A	2.537156	3.9400122
217	MCF102A	2.657557	3.8338041
218	MCF102A	2.9842417	3.6680098
219	MCF102A	2.7476926	3.4721553
220	MCF102A	3.5176938	3.340601
221	MCF102A	3.0597763	3.6579518
222	MCF102A	2.6200979	3.4470136
223	MCF102A	2.2958164	3.792469
224	MCF102A	1.5163527	4.498762
225	MCF102A	1.4905607	4.5095377
226	MCF102A	1.5074424	4.4544663
227	MCF102A	1.7590019	4.737054
228	MCF102A	1.7618192	6.0733037
229	MCF102A	2.0246856	5.0081444
230	MCF102A	2.3186378	4.9983897
231	MCF102A	2.3026328	4.8929634
232	MCF102A	2.4101982	4.982422
233	MCF102A	1.7329766	4.73637
234	MCF102A	1.6594806	4.6953
235	MCF102A	1.5235211	4.688716
236	MCF102A	1.6904154	4.8669906
237	MCF102A	1.8227571	4.8765626
238	MCF102A	1.4256134	4.6249104
239	MCF102A	1.3585252	4.640206
240	MCF102A	1.3113515	4.6694226
241	MCF102A	1.5604272	4.7483687
242	MCF102A	1.6800377	4.9256015
243	MCF102A	1.5442026	4.8788896
244	MCF102A	1.9187155	4.882201
245	MCF102A	1.6036124	4.775406
246	MCF102A	1.5739015	4.827075
247	MCF102A	1.6537845	4.7742596
248	MCF102A	1.7476343	4.777013
249	MCF102A	1.8640152	4.8020244
250	MCF102A	1.8025068	4.792067
251	MCF102A	1.9881928	4.8834896
252	MCF102A	2.4980435	5.0221834
253	MCF102A	2.3770523	4.958146
254	MCF102A	2.0947578	4.8785396
255	MCF102A	2.898415	5.2790537
256	MCF102A	3.0939128	5.30626
257	MCF102A	3.2042658	5.2965484
258	MCF102A	3.3940618	5.3261805
259	MCF102A	3.698933	5.3873873
260	MCF102A	3.5972617	5.361131
261	MCF102A	3.7466338	5.319568
262	MCF102A	3.785405	5.2913995
263	MCF102A	3.7167628	5.3092546
264	MCF102A	3.7195382	5.2906885
265	MCF102A	3.7323027	5.28915
266	MCF102A	3.668949	5.2767787
267	MCF102A	3.7122672	5.2677145
268	MCF102A	3.9218163	5.2661066
269	MCF102A	3.7844517	5.2511864
270	MCF102A	3.714618	5.2521634
271	MCF102A	3.698871	5.279494
272	MCF102A	3.572785	5.30151
273	MCF102A	3.5300255	5.3103795
274	MCF102A	3.5569305	5.312335
275	MCF102A	3.3388712	5.230192
276	MCF102A	3.5044968	5.2768264
277	MCF102A	3.4529638	5.2902756
278	MCF102A	3.391439	5.2550707
279	MCF102A	3.4174263	5.242076
280	MCF102A	3.0825667	5.1436815
281	MCF102A	2.9980745	5.131605
282	MCF102A	2.8868241	5.150193
283	MCF102A	2.8414574	5.1288714
284	MCF102A	2.5609329	5.0261364
285	MCF102A	2.6692603	5.165873
286	MCF102A	3.2308545	5.5132422
287	MCF102A	3.2910733	5.661106
288	MCF102A	3.1794903	5.664137
289	MCF102A	2.7444725	5.309001
290	MCF102A	2.805395	5.3293576
291	MCF102A	2.8781476	5.355692
292	MCF102A	2.9817412	5.61605
293	MCF102A	3.02668	5.634971
294	MCF102A	3.026701	5.609469
295	MCF102A	2.6832545	8.332886
296	MCF102A	2.722342	8.295126
297	MCF102A	2.699831	8.335808
298	MCF102A	2.7189946	8.388543
299	MCF102A	2.8440566	8.271392
300	MCF102A	2.7782254	8.393286
301	MCF102A	2.704915	8.443447
302	MCF102A	3.2701976	5.879632
303	MCF102A	3.2465985	5.72412
304	MCF102A	3.3520122	8.721879
305	MCF102A	3.0659904	8.595875
306	MCF102A	2.87743	8.814885
307	MCF102A	2.8869646	8.917374
308	MCF102A	2.8498561	8.904935
309	MCF102A	2.7162576	8.596614
310	MCF102A	2.7892125	8.53058
311	MCF102A	3.3193536	8.814093
312	MCF102A	3.422805	8.835504
313	MCF102A	3.5371659	8.838736
314	MCF102A	4.554294	8.892476
315	MCF102A	4.9091797	8.763868
316	MCF102A	4.5863304	8.53596
317	MCF102A	5.450058	8.75806
318	MCF102A	5.6682596	8.666355
319	MCF102A	5.557636	8.683341
320	MCF102A	5.9031005	8.712097
321	MCF102A	5.7188697	8.712454
322	MCF102A	5.663793	8.714351
323	MCF102A	5.675479	8.741366
324	MCF102A	5.026491	8.811749
325	MCF102A	4.984814	8.883335
326	MCF102A	4.8189483	8.910074
327	MCF102A	4.360708	8.870076
328	MCF102A	4.235157	9.239181
329	MCF102A	-4.3796983	10.375726
330	MCF102A	-4.653743	10.264131
331	MCF102A	3.469609	9.107901
332	MCF102A	3.2323236	8.940083
333	MCF102A	-3.9112213	8.246473
334	MCF102A	3.9123168	9.370953
335	MCF102A	3.7172053	9.28028
336	MCF102A	4.1445985	10.2130785
337	MCF102A	4.127995	10.143416
338	MCF102A	4.0295053	10.029006
339	MCF102A	4.011933	10.088896
340	MCF102A	4.2019687	10.130257
341	MCF102A	4.159561	10.192383
342	MCF102A	4.194215	10.131683
343	MCF102A	4.1495514	10.229792
344	MCF102A	4.235108	10.462201
345	MCF102A	4.268197	10.710889
346	MCF102A	3.494573	10.602749
347	MCF102A	3.3388505	10.312689
348	MCF102A	3.452514	9.8186455
349	MCF102A	3.2471972	9.426631
350	MCF102A	3.480927	9.509188
351	MCF102A	3.6849446	9.894671
352	MCF102A	3.7024813	9.862097
353	MCF102A	3.756327	9.793536
354	MCF102A	3.2711632	9.534725
355	MCF102A	3.2070444	9.496594
356	MCF102A	3.386511	8.312238
357	MCF102A	3.6580908	7.7271357
358	MCF102A	4.193519	8.318713
359	MCF102A	5.0688944	8.816106
360	MCF102A	6.4505754	8.535754
361	MCF102A	5.3433847	9.118233
362	MCF102A	4.195617	9.85044
363	MCF102A	3.9158776	9.817553
364	MCF102A	3.5715046	9.632544
365	MCF102A	3.4080753	9.293214
366	MCF102A	3.110778	8.720936
367	MCF102A	2.6432095	8.726275
368	MCF102A	2.767756	8.737434
369	MCF102A	3.1155496	9.109924
370	MCF102A	3.2693028	9.168477
371	MCF102A	3.172451	8.931208
372	MCF102A	3.4894404	9.342888
373	MCF102A	3.9580493	9.841822
374	MCF102A	3.860075	9.957685
375	MCF102A	3.9303997	10.03705
376	MCF102A	4.0649624	10.095944
377	MCF102A	3.9061387	9.905089
378	MCF102A	4.0087113	9.801895
379	MCF102A	3.97065	9.839567
380	MCF102A	4.08154	9.829253
381	MCF102A	3.704852	9.788633
382	MCF102A	3.5524786	9.561415
383	MCF102A	2.8138692	8.96364
384	MCF102A	3.5612783	9.877309
385	MCF102A	3.5320652	9.827183
386	MCF102A	3.6748843	10.068961
387	MCF102A	3.8743887	10.009469
388	MCF102A	3.874074	10.118184
389	MCF102A	3.8656914	10.170999
390	MCF102A	3.9810858	10.250563
391	MCF102A	4.111466	10.123835
392	MCF102A	4.105245	10.147993
393	MCF102A	4.1451764	10.288301
394	MCF102A	4.067519	10.236462
395	MCF102A	3.7837708	9.984717
396	MCF102A	3.760515	9.824885
397	MCF102A	3.647406	9.764997
398	MCF102A	3.7917929	9.831988
399	MCF102A	3.8851187	9.908167
400	MCF102A	3.911051	9.880505
401	MCF102A	3.964485	9.932496
402	MCF102A	4.0318217	9.922741
403	MCF102A	3.9286835	9.859422
404	MCF102A	3.8972585	9.90839
405	MCF102A	3.9046826	9.941628
406	MCF102A	3.9218793	9.927748
407	MCF102A	3.8774645	9.940873
408	MCF102A	3.91951	9.888407
409	MCF102A	3.9675007	9.906035
410	MCF102A	3.920244	9.876005
411	MCF102A	3.9466367	9.905386
412	MCF102A	3.9452183	9.909867
413	MCF102A	3.9241908	9.951227
414	MCF102A	3.9137394	9.978373
415	MCF102A	3.8768556	9.941533
416	MCF102A	3.877803	9.944743
417	MCF102A	3.7987318	9.953122
418	MCF102A	3.594516	9.687742
419	MCF102A	3.2441745	9.137611
420	MCF102A	3.0724347	9.122703
421	MCF102A	3.1958976	9.193733
422	MCF102A	3.188789	9.198107
423	MCF102A	2.9169893	8.888523
424	MCF102A	2.6168926	8.688741
425	MCF102A	2.4875648	8.477512
426	MCF102A	2.2683609	8.128694
427	MCF102A	2.3622015	7.947511
428	MCF102A	2.4563155	8.116677
429	MCF102A	2.3576307	8.234034
430	MCF102A	2.505851	8.130943
431	MCF102A	3.6147797	9.973872
432	MCF102A	3.745365	10.060229
433	MCF102A	3.6803977	10.134812
434	MCF102A	3.678713	9.936996
435	MCF102A	4.1821594	9.817624
436	MCF102A	4.5164056	9.857368
437	MCF102A	4.326266	9.763013
438	MCF102A	4.4344525	9.878917
439	MCF102A	4.0768375	9.549201
440	MCF102A	3.6957011	8.876067
441	MCF102A	3.7628126	8.915739
442	MCF102A	3.8191826	8.738232
443	MCF102A	3.568827	8.673373
444	MCF102A	3.240485	8.714149
445	MCF102A	3.3502154	9.047645
446	MCF102A	3.538593	9.383515
447	MCF102A	3.516705	9.480215
448	MCF102A	3.2405155	9.485328
449	MCF102A	3.3273463	9.80839
450	MCF102A	3.251664	9.681082
451	MCF102A	3.3825774	9.551973
452	MCF102A	3.374246	9.39972
453	MCF102A	3.4469333	9.3187275
454	MCF102A	3.417472	9.25516
455	MCF102A	3.5021274	8.798856
456	MCF102A	2.5392058	7.352971
457	MCF102A	2.660028	7.2811565
458	MCF102A	2.5294871	7.1335073
459	MCF102A	2.4100106	7.059004
460	MCF102A	2.0597413	7.003145
461	MCF102A	1.3304249	6.1324883
462	MCF102A	1.6599842	6.2665863
463	MCF102A	1.539667	6.2128577
464	MCF102A	1.4426165	6.074244
465	MCF102A	1.5689574	6.2960234
466	MCF102A	1.6769298	6.336184
467	MCF102A	1.736962	6.2743416
468	MCF102A	1.6339004	6.25768
469	MCF102A	1.4921799	6.1512594
470	MCF102A	1.6509911	6.4910717
471	MCF102A	2.628174	7.310507
472	MCF102A	2.7344809	7.203175
473	MCF102A	2.5046895	7.0010405
474	MCF102A	2.5401413	7.2139235
475	MCF102A	2.2580724	7.131137
476	MCF102A	6.053336	8.842546
477	MCF102A	6.684313	8.8478775
478	MCF102A	6.5711403	8.976537
479	MCF102A	6.4863224	8.66493
480	MCF102A	6.5947104	8.686611
481	MCF102A	6.656151	8.622056
482	MCF102A	6.4398046	8.578663
483	MCF102A	6.6919293	8.637583
484	MCF102A	6.634569	8.643232
485	MCF102A	6.6786337	8.4350195
486	MCF102A	6.876437	8.347162
487	MCF102A	11.766347	6.4339843
488	MCF102A	6.80683	8.380727
489	MCF102A	6.367731	8.549811
490	MCF102A	6.280482	8.537316
491	MCF102A	6.6124015	8.389348
492	MCF102A	6.627328	8.378108
493	MCF102A	6.715933	8.132322
494	MCF102A	6.7028713	8.176769
495	MCF102A	6.4474783	8.27468
496	MCF102A	6.0569363	8.013731
497	MCF102A	4.8041787	7.9571123
498	MCF102A	4.238304	7.7028384
499	MCF102A	3.5704901	7.6066365
500	MCF102A	3.4509683	7.2929378
501	MCF102A	3.1497443	6.2908673
